,pub_date,word_count,type_of_material,_id,abstract,lead_paragraph,snippet,headline.main,text,relevance_rank,keyword_counts,polarity,subjectivity,finbert-sentiment-score,finbert-bin
254,2020-09-25 01:57:33+00:00,497,News,nyt://article/fa8c96c0-c6af-5ec6-ae9a-f7e81cdbb3f8,"People experienced outages of services like Gmail, YouTube and Google Meet.","OAKLAND, Calif. — Google users experienced a widespread service disruption for just over an hour on Thursday evening that affected the company’s email, YouTube and Google documents services.","People experienced outages of services like Gmail, YouTube and Google Meet.",Google Services Go Down in Some Parts of U.S.,"People experienced outages of services like Gmail, YouTube and Google Meet. OAKLAND, Calif. — Google users experienced a widespread service disruption for just over an hour on Thursday evening that affected the company’s email, YouTube and Google documents services. People experienced outages of services like Gmail, YouTube and Google Meet. Google Services Go Down in Some Parts of U.S. ",2,5,0.5611111111111112,0.7472222222222222,-0.9711301922798156,-2
255,2020-12-14 12:35:23+00:00,494,News,nyt://article/fc00a8ce-6d7f-5189-83dd-aa89c159fb30,"The tech giant’s popular services like Gmail, Hangouts, Meet and YouTube went offline, halting work across the globe.","Internet users worldwide received a jarring reminder on Monday about just how reliant they were on Google, when the Silicon Valley giant suffered a major outage for about an hour, sending many of its most popular services offline.","The tech giant’s popular services like Gmail, Hangouts, Meet and YouTube went offline, halting work across the globe.",Google’s apps crash in a worldwide outage.,"The tech giant’s popular services like Gmail, Hangouts, Meet and YouTube went offline, halting work across the globe. Internet users worldwide received a jarring reminder on Monday about just how reliant they were on Google, when the Silicon Valley giant suffered a major outage for about an hour, sending many of its most popular services offline. The tech giant’s popular services like Gmail, Hangouts, Meet and YouTube went offline, halting work across the globe. Google’s apps crash in a worldwide outage. ",3,2,0.3180555555555556,0.8000000000000002,-0.96215158700943,-2
257,2020-08-12 20:47:18+00:00,460,News,nyt://article/fe3e230f-b472-54ba-8e69-688d213a0e30,More tech companies met with government agencies on Wednesday to fight disinformation on social media.,"SAN FRANCISCO — Facebook, Google and other major tech companies said on Wednesday that they had added new partners and met with government agencies in their efforts to secure the November election.",More tech companies met with government agencies on Wednesday to fight disinformation on social media.,"Google, Facebook and Others Broaden Group to Secure U.S. Election","More tech companies met with government agencies on Wednesday to fight disinformation on social media. SAN FRANCISCO — Facebook, Google and other major tech companies said on Wednesday that they had added new partners and met with government agencies in their efforts to secure the November election. More tech companies met with government agencies on Wednesday to fight disinformation on social media. Google, Facebook and Others Broaden Group to Secure U.S. Election ",5,2,0.2156144781144781,0.406986531986532,0.0,0
258,2020-10-20 14:27:34+00:00,0,Interactive Feature,nyt://interactive/0006085c-f8b5-5a29-ac19-c58cca158125,Here’s the U.S. government’s case against Google.,Here’s the U.S. government’s case against Google.,Here’s the U.S. government’s case against Google.,Read the Antitrust Lawsuit Against Google,Here’s the U.S. government’s case against Google. Here’s the U.S. government’s case against Google. Here’s the U.S. government’s case against Google. Read the Antitrust Lawsuit Against Google ,1,4,0.0,0.0,0.0,0
262,2020-02-19 00:37:20+00:00,0,Interactive Feature,nyt://interactive/8f075e1f-6c5b-547b-a9dc-fd6f800a7639,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,The Great Google Revolt,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. The Great Google Revolt ,3,1,0.8,0.75,-0.7436510920524597,-1
263,2021-03-25 21:54:48+00:00,0,Video,nyt://video/32168b74-7246-5680-a733-392e0b02e8a9,"Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.”","Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.”","Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.”",Tech Executives Testify on Disinformation,"Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.” Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.” Mark Zuckerberg of Facebook, Sundar Pichai of Google and Jack Dorsey of Twitter testified remotely before Congress on “misinformation and disinformation plaguing online platforms.” Tech Executives Testify on Disinformation ",3,3,-0.1,0.2,0.0,0
264,2021-03-13 00:48:14+00:00,0,Video,nyt://video/42d4c93e-9281-50dd-ab70-5f96ac16dd16,"Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google.","Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google.","Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google.",Microsoft Executive Says Tech Consolidation Threatens Journalism,"Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google. Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google. Brad Smith, Microsoft’s president, told Congress he supports the Journalism Competition and Protection Act, which empowers news publishers to collectively bargain with online platforms like Facebook and Google. Microsoft Executive Says Tech Consolidation Threatens Journalism ",5,3,0.0,0.0,0.0,0
265,2020-07-29 20:45:40+00:00,0,Video,nyt://video/986e21d2-1b3b-5fc5-9f3c-fa9509244c78,"Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","‘Very Easy For Users to Be In Control of Their Data,’ Google C.E.O. Says","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. ‘Very Easy For Users to Be In Control of Their Data,’ Google C.E.O. Says ",3,4,0.5633333333333334,1.0,0.0,0
267,2020-10-28 18:44:42+00:00,0,Video,nyt://video/a3d76cb1-e166-5616-b6db-8d49b14a1a4c,"On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet.","On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet.","On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet.","Facebook, Google and Twitter C.E.O.s Testify at Senate Hearing","On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet. On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet. On Wednesday, the chief executives of Facebook, Twitter and Google testified to senators on issues dealing with free speech and censorship on the internet. Facebook, Google and Twitter C.E.O.s Testify at Senate Hearing ",2,4,0.4000000000000001,0.8000000000000002,0.0,0
268,2020-07-29 15:16:19+00:00,0,Video,nyt://video/be70fdbe-80fb-5683-9758-8ef052cf7dbb,"Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.","Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.","Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.",Watch Live: Tech C.E.O.s Testify Before Congress,"Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Watch Live: Tech C.E.O.s Testify Before Congress ",3,3,0.1363636363636363,0.5,0.0,0
269,2020-10-28 13:30:58+00:00,0,Video,nyt://video/fad627b0-ea74-5786-965a-deaa86a1ed12,"Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation.","Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation.","Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation.",Watch Full Video: Tech C.E.O.s Testify Before the Senate,"Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation. Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation. Executives from Facebook, Twitter and Google testified to senators on the Committee on Commerce, Science and Transportation. Watch Full Video: Tech C.E.O.s Testify Before the Senate ",2,3,0.35,0.55,0.0,0
